abbrev	abstractReaction	code	creationDate	definition	deltaG	deltaGErr	enzyme	equation	id	modificationDate	name	owner	public	reversibility	scope	status	structuralCues	thermoReversibility	transportedAtoms
5,6-dihydro-5-fluorouracil amidohydrolase		cpd00001 + cpd16434 <=> cpd16435	1281967961	H2O + 5-Fluorodihydrouracil <=> H+ + 2-Fluoro-3-ureidopropionic acid	-5.283	1.51044	|3.5.2.2	cpd00001 + cpd16434 <=> cpd00067 + cpd16435	rxn11755	1281967961	5,6-dihydro-5-fluorouracil amidohydrolase	master	1	<=>		OK	|H2O:-1|RWWCdblO:-2|RWCHWW:-1|RWCH2W:-1|RWNHW:-2|H:1|WketoneW:1|WCH2W:1|WWCHW:1|WCOOn:1|WNHW:1|WNH2:1	=>	
alpha-fluoro-beta-ureidopropionic acid amidohydrolase		cpd00001 + cpd16435 <=> cpd00011 + cpd00013 + cpd16436	1281967961	H2O + 2 H+ + 2-Fluoro-3-ureidopropionic acid <=> CO2 + NH3 + alpha-Fluoro-beta-alanine	2.727	1.29616	|3.5.1.6	cpd00001 + (2) cpd00067 + cpd16435 <=> cpd00011 + cpd00013 + cpd16436	rxn11756	1281967961	alpha-fluoro-beta-ureidopropionic acid amidohydrolase	master	1	=>		OK	|H2O:-1|H:-2|WketoneW:-1|amide:-2|WNHW:-1|WNH2:-1|CO2:1|NH4plus:1|WNH3:1	=>	
5-fluorouridine:phosphate alpha-D-ribosyltransferase		cpd00475 + cpd04810 <=> cpd00009 + cpd16437	1281967961	Ribose 1-phosphate + 5-FU <=> Phosphate + H+ + 5-Fluorouridine	-1.584	0.969017	|2.4.2.3	cpd00475 + cpd04810 <=> cpd00009 + cpd00067 + cpd16437	rxn11757	1281967961	5-fluorouridine:phosphate alpha-D-ribosyltransferase	master	1	<=>		OK	|prim_phos:-1|Origin:-1|RWNHW:-1|orthophosphate:1|H:1|RWWNW:1	<=>	
5-fluorodeoxyuridine:phosphate deoxy-alpha-D-ribosyltransferase		cpd00509 + cpd04810 <=> cpd00009 + cpd08545	1281967961	deoxyribose-1-phosphate + 5-FU <=> Phosphate + H+ + Floxuridine	-1.584	0.969017	|2.4.2.4	cpd00509 + cpd04810 <=> cpd00009 + cpd00067 + cpd08545	rxn11758	1281967961	5-fluorodeoxyuridine:phosphate deoxy-alpha-D-ribosyltransferase	master	1	<=>		OK	|prim_phos:-1|Origin:-1|RWNHW:-1|orthophosphate:1|H:1|RWWNW:1	<=>	
phospho-alpha-D-ribosyl-transferase		cpd00103 + cpd04810 <=> cpd00012 + cpd16438	1281967961	PRPP + 5-FU <=> PPi + 5-Fluorouridine monophosphate	-3.01	0.976667	|2.4.2.10	cpd00103 + cpd04810 <=> cpd00012 + cpd16438	rxn11759	1281967961	5-fluorouridine monophosphate:diphosphate	master	1	=>		OK	|mid_phos:-1|prim_phos:-1|Origin:-1|RWNHW:-1|pyrophos:1|RWWNW:1	=>	
ATP:5-fluorouridine 5'-phosphotransferase		cpd00002 + cpd16437 <=> cpd00008 + cpd16438	1281967961	ATP + 5-Fluorouridine <=> ADP + 5-Fluorouridine monophosphate	-4.5	0.23673	|2.7.1.48	cpd00002 + cpd16437 <=> cpd00008 + cpd16438	rxn11760	1281967961	ATP:5-fluorouridine 5'-phosphotransferase	master	1	<=>		OK	|PrimOH:-1|mid_phos:-1|prim_phos:1	<=>	
ATP:5-fluorodeoxyuridine 5'-phosphotransferase		cpd00002 + cpd08545 <=> cpd00008 + cpd02607	1281967961	ATP + Floxuridine <=> ADP + 5-Fluorodeoxyuridine monophosphate	-4.5	0.23673	|2.7.1.21	cpd00002 + cpd08545 <=> cpd00008 + cpd02607	rxn11761	1281967961	ATP:5-fluorodeoxyuridine 5'-phosphotransferase	master	1	<=>		OK	|PrimOH:-1|mid_phos:-1|prim_phos:1	<=>	
rxn11762		cpd16324 <=> cpd01590 + cpd16425	1281967961	2 H+ + Azathioprine <=> Mercaptopurine + 1-Methyl-4-nitroimidazole	10000000	10000000		(2) cpd00067 + cpd16324 <=> cpd01590 + cpd16425	rxn11762	1281967961	rxn11762	master	1	<=>		CI:-2	|H:-2|RWCdblWW:-2|WSW:-1|RWdblNW:-1|RWNHW:1|RWCHdblW:1|Origin:1|HeteroAromatic:-1|RdblWCWW:1|WdblS:1	<=>	
6-mercaptopurin:oxygen oxidoreductase		(2) cpd00001 + (2) cpd00007 + cpd01590 <=> (2) cpd00025 + cpd16417	1281967961	2 H2O + 2 O2 + Mercaptopurine <=> 2 H2O2 + 6-Thiourate	-86.9154	2.8597	|1.17.3.2	(2) cpd00001 + (2) cpd00007 + cpd01590 <=> (2) cpd00025 + cpd16417	rxn11763	1281967961	6-mercaptopurin:oxygen oxidoreductase	master	1	=>		OK	|H2O:-2|O2:-2|RWdblNW:-2|RWCHdblW:-2|RWNHW:2|HeteroAromatic:-1|H2O2:2|RWWCdblO:2|amide:4	=>	
S-adenosyl-L-methionine:6-mercaptopurin S-methyltransferase		cpd00017 + cpd01590 <=> cpd00019 + cpd16418	1281967961	SAM + Mercaptopurine <=> S-Adenosylhomocysteine + H+ + 6-Methylmercaptopurine	10000000	10000000	|2.1.1.67	cpd00017 + cpd01590 <=> cpd00019 + cpd00067 + cpd16418	rxn11764	1281967961	S-adenosyl-L-methionine:6-mercaptopurin S-methyltransferase	master	1	<=>		OK	|RWdblNW:1|RWCdblWW:1|WSWW:-1|HeteroAromatic:1|RWNHW:-1|RdblWCWW:-1|WdblS:-1|WSW:2|H:1	<=>	
phospho-D-ribosyltransferase		cpd00103 + cpd01590 <=> cpd00012 + cpd02832	1281967961	PRPP + Mercaptopurine <=> PPi + 6-Thioinosine 5'-monophosphate	10000000	10000000	|2.4.2.8	cpd00103 + cpd01590 <=> cpd00012 + cpd02832	rxn11765	1281967961	6-thioinosine 5'-monophosphate:diphosphate	master	1	<=>		OK	|mid_phos:-1|prim_phos:-1|Origin:-1|RWdblNW:1|RWNHW:-2|RdblWCWW:-1|WdblS:-1|HeteroAromatic:1|pyrophos:1|RWWNW:1|RWCdblWW:1|WSH:1	<=>	
phospho-D-ribosyltransferase		cpd00103 + cpd16418 <=> cpd00012 + cpd16419	1281967961	PRPP + 6-Methylmercaptopurine <=> PPi + 6-Methylthioinosine-5'-monophosphate	-3.01	0.976667	|2.4.2.8	cpd00103 + cpd16418 <=> cpd00012 + cpd16419	rxn11766	1281967961	6-methylthiopurine 5'-monophosphate ribonucleotide:diphosphate	master	1	=>		OK	|mid_phos:-1|prim_phos:-1|Origin:-1|RWNHW:-1|pyrophos:1|RWWNW:1	=>	
S-methyltransferase		cpd00017 + cpd02832 <=> cpd00019 + cpd16419	1281967961	SAM + 6-Thioinosine 5'-monophosphate <=> S-Adenosylhomocysteine + H+ + 6-Methylthioinosine-5'-monophosphate	-13.146	2.60718	|2.1.1.67	cpd00017 + cpd02832 <=> cpd00019 + cpd00067 + cpd16419	rxn11767	1281967961	S-adenosyl-L-methionine:6-thioinosine 5'-monophosphate	master	1	=>		OK	|WSWW:-1|WSH:-1|WSW:2|H:1	=>	
6-thioinosine 5'-monophosphate:NAD+ oxidoreductase		cpd00001 + cpd00003 + cpd02832 <=> cpd00004 + cpd16422	1281967961	H2O + NAD + 6-Thioinosine 5'-monophosphate <=> NADH + H+ + 6-Thioxanthine 5'-monophosphate	10000000	6.2959	|1.1.1.205	cpd00001 + cpd00003 + cpd02832 <=> cpd00004 + cpd00067 + cpd16422	rxn11768	1281967961	6-thioinosine 5'-monophosphate:NAD+ oxidoreductase	master	1	<=>		OK	|H2O:-1|WRdNWRW:-1|RWCHdblW:-2|RWCdblWW:-1|RWWNW:1|RWdblNW:-2|amide:2|HeteroAromatic:-2|WSH:-1|RWCH2W:1|H:1|RdblWCWW:1|RWWCdblO:1|WdblS:1|RWNHW:2	<=>	
rxn11769		cpd02832 <=> cpd16420	1281967961	6-Thioinosine 5'-monophosphate <=> 6-Thioinosine-5'-diphosphate	-208	0.122	|2.7.4.-	cpd02832 <=> cpd16420	rxn11769	1281967961	rxn11769	master	1	=>		MI:O3/P1|CI:-1	|mid_phos:1	=>	
rxn11770		cpd16420 <=> cpd16421	1281967961	6-Thioinosine-5'-diphosphate <=> 6-Thioinosine-5'-triphosphate	-208	0.122	|2.7.4.-	cpd16420 <=> cpd16421	rxn11770	1281967961	rxn11770	master	1	=>		MI:O3/P1|CI:-1	|mid_phos:1	=>	
inosine triphosphate pyrophosphatase		cpd00001 + cpd16421 <=> cpd00012 + cpd02832	1281967961	H2O + 6-Thioinosine-5'-triphosphate <=> PPi + 6-Thioinosine 5'-monophosphate	-8.243	0.748021	|3.6.1.19	cpd00001 + cpd16421 <=> cpd00012 + cpd02832	rxn11771	1281967961	inosine triphosphate pyrophosphatase	master	1	=>		OK	|H2O:-1|mid_phos:-2|pyrophos:1	=>	
(AMP-forming)		cpd00001 + cpd00002 + cpd00053 + cpd16422 <=> cpd00012 + cpd00018 + cpd00023 + cpd16423	1281967961	H2O + ATP + L-Glutamine + 6-Thioxanthine 5'-monophosphate <=> PPi + AMP + GLU + H+ + 6-Thioguanosine monophosphate	10.217	1.58767	|6.3.5.2	cpd00001 + cpd00002 + cpd00053 + cpd16422 <=> cpd00012 + cpd00018 + cpd00023 + cpd00067 + cpd16423	rxn11772	1281967961	6-thioxanthine 5'-monophosphate:L-glutamine amido-ligase	master	1	<=>		OK	|H2O:-1|RWdblNW:1|RWCdblWW:1|mid_phos:-2|WCOOn:1|WketoneW:-1|amide:-3|RWWCdblO:-1|RWNHW:-1|pyrophos:1|H:1	<=>	
phospho-D-ribosyltransferase		cpd00103 + cpd04809 <=> cpd00012 + cpd16423	1281967961	PRPP + Thioguanine <=> PPi + 6-Thioguanosine monophosphate	10000000	6.21044	|2.4.2.8	cpd00103 + cpd04809 <=> cpd00012 + cpd16423	rxn11773	1281967961	6-thioguanosine monophosphate:diphosphate	master	1	<=>		OK	|mid_phos:-1|prim_phos:-1|Origin:-1|RWdblNW:-1|RWCdblWW:-1|WSH:-1|HeteroAromatic:-1|pyrophos:1|RWWNW:1|RdblWCWW:1|WdblS:1	<=>	
S-methyltransferase		cpd00017 + cpd16423 <=> cpd00019 + cpd16424	1281967961	SAM + 6-Thioguanosine monophosphate <=> S-Adenosylhomocysteine + H+ + 6-Methylthioguanosine monophosphate	10000000	2.19568	|2.1.1.67	cpd00017 + cpd16423 <=> cpd00019 + cpd00067 + cpd16424	rxn11774	1281967961	S-adenosyl-L-methionine:6-thioguanosine monophosphate	master	1	<=>		OK	|RWdblNW:1|RWCdblWW:1|WSWW:-1|HeteroAromatic:1|RWNHW:-1|RdblWCWW:-1|WdblS:-1|WSW:2|H:1	<=>	
ribose pyranase		cpd05267 <=> cpd16443	1281967961	Ribose <=> beta-D-Ribofuranose	-1.56	0.262141	|5.-.-.-	cpd05267 <=> cpd16443	rxn11775	1281967961	ribose pyranase	master	1	<=>		OK	|RWCH2W:-1|WCH2W:1	<=>	
acetyl-CoA: isoniazid N-acetyltransferase		cpd00022 + cpd04344 <=> cpd00010 + cpd04751	1281967961	Acetyl-CoA + Isoniazid <=> CoA + N-Acetylisoniazid	-4.054	1.28789	|2.3.1.5	cpd00022 + cpd04344 <=> cpd00010 + cpd04751	rxn11776	1281967961	acetyl-CoA: isoniazid N-acetyltransferase	master	1	=>		OK	|WNH2:-1|amide:1|WNHW:1|WSW:-1|smide:-1|WSH:1	=>	
rxn11777		cpd00001 + cpd04751 <=> cpd04623 + cpd04624	1281967961	H2O + N-Acetylisoniazid <=> H+ + Isonicotinic acid + Acetylhydrazine	-1.703	0.889163	|3.-.-.-|3.5.1.-	cpd00001 + cpd04751 <=> cpd00067 + cpd04623 + cpd04624	rxn11777	1281967961	rxn11777	master	1	<=>		OK	|H2O:-1|WketoneW:-1|amide:-1|WNHW:-1|Origin:1|H:1|WCOOn:1|WNH2:1	<=>	
acetyl-CoA:acetylhydrazine N-acetyltransferase		cpd00022 + cpd04624 <=> cpd00010 + cpd16426	1281967961	Acetyl-CoA + Acetylhydrazine <=> CoA + Diacetylhydrazine	-4.054	1.28789	|2.3.1.5	cpd00022 + cpd04624 <=> cpd00010 + cpd16426	rxn11778	1281967961	acetyl-CoA:acetylhydrazine N-acetyltransferase	master	1	=>		OK	|WNH2:-1|amide:1|WNHW:1|WSW:-1|smide:-1|WSH:1	=>	
rxn11779		cpd00001 + cpd04344 <=> cpd03177 + cpd04623	1281967961	H2O + Isoniazid <=> Hydrazine + Isonicotinic acid	-0.463	0.848213		cpd00001 + cpd04344 <=> cpd03177 + cpd04623	rxn11779	1281967961	rxn11779	master	1	<=>		OK	|H2O:-1|WketoneW:-1|amide:-1|WNHW:-1|Origin:1|WNH3:1|WCOOn:1	<=>	
rxn11780		cpd00033 + cpd04623 <=> cpd00001 + cpd16427	1281967961	Gly + Isonicotinic acid <=> H2O + Isonicotinylglycine	0.463	0.848213		cpd00033 + cpd04623 <=> cpd00001 + cpd16427	rxn11780	1281967961	rxn11780	master	1	<=>		OK	|WCOOn:-1|WNH3:-1|Origin:-1|H2O:1|WketoneW:1|amide:1|WNHW:1	<=>	
rxn11781		cpd00020 + cpd04344 <=> cpd00001 + cpd16428	1281967961	Pyruvate + Isoniazid <=> H2O + Isoniazid pyruvate	-4.007	3.30227		cpd00020 + cpd04344 <=> cpd00001 + cpd16428	rxn11781	1281967961	rxn11781	master	1	<=>		OK	|WketoneW:-1|Origin:-1|OCCO:-1|WNH2:-1|H2O:1|WNdblW:1|WdblCWW:1|OCCN:1	<=>	
rxn11782		cpd00024 + cpd04344 <=> cpd00001 + cpd16429	1281967961	2-Oxoglutarate + Isoniazid <=> H2O + Isoniazid alpha-ketoglutaric acid	-4.007	3.30227		cpd00024 + cpd04344 <=> cpd00001 + cpd16429	rxn11782	1281967961	rxn11782	master	1	<=>		OK	|WketoneW:-1|Origin:-1|OCCO:-1|WNH2:-1|H2O:1|WNdblW:1|WdblCWW:1|OCCN:1	<=>	
rxn11783		cpd16445 <=> cpd08049	1281967961	Irinotecan <=> SN-38	-29.56	2.6127	|3.1.1.1	cpd16445 <=> cpd08049	rxn11783	1281967961	rxn11783	master	1	=>		MI:C-11/N-2/O-1|HI:18	|WOCOW:-1|RWCH2W:-9|RWCHWW:-1|RWWNW:-2|PrimOH:1|amide:-1	=>	
rxn11784		cpd16445 <=> cpd16356	1281967961	Irinotecan <=> APC	-108.67	1.68866	|1.14.14.1	cpd16445 <=> cpd16356	rxn11784	1281967961	rxn11784	master	1	=>		MI:O2	|RWCH2W:-5|RWWNW:-1|WCH2W:4|WNH2W:1|WCOOn:1	=>	
rxn11785		cpd16445 <=> cpd16357	1281967961	Irinotecan <=> NPC	-44.25	1.39439		cpd16445 <=> cpd16357	rxn11785	1281967961	rxn11785	master	1	=>		MI:C-5|CI:1|HI:7	|RWCH2W:-5|RWWNW:-1|WNH3:1	=>	
rxn11786		cpd16357 <=> cpd08049	1281967961	NPC <=> SN-38	14.69	1.32551	|3.1.1.1	cpd16357 <=> cpd08049	rxn11786	1281967961	rxn11786	master	1	<=		MI:C-6/N-2/O-1|CI:-1|HI:11	|WOCOW:-1|RWCH2W:-4|RWCHWW:-1|WNH3:-1|PrimOH:1|amide:-1|RWWNW:-1	<=	
rxn11787		cpd00144 + cpd08049 <=> cpd00014 + cpd08230	1281967961	UDPglucuronate + SN-38 <=> UDP + SN-38G	-1.7	0.632032	|2.4.1.17	cpd00144 + cpd08049 <=> cpd00014 + cpd08230	rxn11787	1281967961	rxn11787	master	1	<=>		OK	|PrimOH:-1|WPO4nW:-1|prim_phos:1|WOW:1	<=>	
SN38 glucuronide glucuronosohydrolase		cpd00001 + cpd08230 <=> cpd00164 + cpd08049	1281967961	H2O + SN-38G <=> Glucuronate + SN-38	-3.113	0.692797	|3.2.1.31	cpd00001 + cpd08230 <=> cpd00164 + cpd08049	rxn11788	1281967961	SN38 glucuronide glucuronosohydrolase	master	1	<=>		OK	|H2O:-1|WOW:-1|PrimOH:2|Origin:1	=>	
rxn11789		cpd00144 + cpd03684 <=> cpd00014 + cpd16391	1281967961	UDPglucuronate + Codeine <=> UDP + Codeine-6-glucuronide	-1.7	0.632032	|2.4.1.17	cpd00144 + cpd03684 <=> cpd00014 + cpd16391	rxn11789	1281967961	rxn11789	master	1	<=>		OK	|PrimOH:-1|WPO4nW:-1|WOW:1|prim_phos:1	<=>	
rxn11790		cpd00144 + cpd01072 <=> cpd00014 + cpd16446	1281967961	UDPglucuronate + Morphine <=> UDP + Morphine-3-glucuronide	-1.7	0.632032	|2.4.1.17	cpd00144 + cpd01072 <=> cpd00014 + cpd16446	rxn11790	1281967961	rxn11790	master	1	<=>		OK	|PrimOH:-1|WPO4nW:-1|prim_phos:1|WOW:1	<=>	
rxn11791		cpd00144 + cpd01072 <=> cpd00014 + cpd16392	1281967961	UDPglucuronate + Morphine <=> UDP + Morphine-6-glucuronide	-1.7	0.632032	|2.4.1.17	cpd00144 + cpd01072 <=> cpd00014 + cpd16392	rxn11791	1281967961	rxn11791	master	1	<=>		OK	|PrimOH:-1|WPO4nW:-1|prim_phos:1|WOW:1	<=>	
rxn11792		cpd03684 <=> cpd16390	1281967961	Codeine <=> Norcodeine	-12.27	0.821945	|1.14.14.1	cpd03684 <=> cpd16390	rxn11792	1281967961	rxn11792	master	1	=>		MI:C-1|HI:2	|RWWNW:-1|WCH3:-1|RWNHW:1	=>	
rxn11793		cpd01072 <=> cpd08589	1281967961	Morphine <=> Normorphine	-12.27	0.821945		cpd01072 <=> cpd08589	rxn11793	1281967961	rxn11793	master	1	=>		MI:C-1|HI:2	|RWWNW:-1|WCH3:-1|RWNHW:1	=>	
tamoxifen,NADPH:oxygen oxidoreductase (N-oxide-forming)		cpd00005 + cpd00007 + cpd04382 <=> cpd00001 + cpd00006 + cpd16359	1281967961	TPNH + O2 + Tamoxifen <=> H2O + TPN + Tamoxifen N-oxide	10000000	3.52432	|1.14.13.8	cpd00005 + cpd00007 + cpd04382 <=> cpd00001 + cpd00006 + cpd16359	rxn11794	1281967961	tamoxifen,NADPH:oxygen oxidoreductase (N-oxide-forming)	master	1	<=>		OK		<=>	
rxn11795		cpd00005 + cpd00007 + cpd04382 <=> cpd00001 + cpd00006 + cpd03017	1281967961	TPNH + O2 + H+ + Tamoxifen <=> H2O + TPN + Hydroxytamoxifen	-95.8267	1.31456	|1.14.14.1	cpd00005 + cpd00007 + cpd00067 + cpd04382 <=> cpd00001 + cpd00006 + cpd03017	rxn11795	1281967961	rxn11795	master	1	=>		OK	|RWWNW:-1|RWCHdblW:1|PrimOH:1|RWCH2W:-1|HeteroAromatic:1|O2:-1|H:-1|BWCHdblW:-1|BWWCdblW:1|H2O:1|WRdNWRW:1	=>	
rxn11796		cpd04382 <=> cpd16360	1281967961	Tamoxifen <=> N-Desmethyltamoxifen	-5.9	1.48013	|1.14.14.1	cpd04382 <=> cpd16360	rxn11796	1281967961	rxn11796	master	1	<=>		MI:C-1|HI:2	|WNHWW:-1|WCH3:-1|WNH2W:1	=>	
rxn11797		cpd03017 <=> cpd16361	1281967961	Hydroxytamoxifen <=> Endoxifen	-5.9	1.48013	|1.14.14.1	cpd03017 <=> cpd16361	rxn11797	1281967961	rxn11797	master	1	<=>		MI:C-1|HI:2	|WCH3:-1|WNHWW:-1|WNH2W:1	=>	
rxn11798		cpd00005 + cpd00007 + cpd16360 <=> cpd00001 + cpd00006 + cpd16361	1281967961	TPNH + O2 + H+ + N-Desmethyltamoxifen <=> H2O + TPN + Endoxifen	-95.8267	1.31456	|1.14.14.1	cpd00005 + cpd00007 + cpd00067 + cpd16360 <=> cpd00001 + cpd00006 + cpd16361	rxn11798	1281967961	rxn11798	master	1	=>		OK	|RWWNW:-1|RWCHdblW:1|PrimOH:1|RWCH2W:-1|HeteroAromatic:1|O2:-1|H:-1|BWWCdblW:1|BWCHdblW:-1|H2O:1|WRdNWRW:1	=>	
rxn11799		cpd00005 + cpd00007 + cpd04382 <=> cpd00001 + cpd00006 + cpd16358	1281967961	TPNH + O2 + H+ + Tamoxifen <=> H2O + TPN + alpha-Hydroxytamoxifen	-94.3867	1.28103	|1.14.14.1	cpd00005 + cpd00007 + cpd00067 + cpd04382 <=> cpd00001 + cpd00006 + cpd16358	rxn11799	1281967961	rxn11799	master	1	=>		OK	|RWWNW:-1|RWCHdblW:1|PrimOH:1|WCH2W:-1|RWCH2W:-1|HeteroAromatic:1|O2:-1|H:-1|H2O:1|WRdNWRW:1|WWCHW:1	=>	
rxn11800		cpd16360 <=> cpd16362	1281967961	N-Desmethyltamoxifen <=> N,N-Didesmethyltamoxifen	-8.55	0.927522	|1.14.14.1	cpd16360 <=> cpd16362	rxn11800	1281967961	rxn11800	master	1	=>		MI:C-1|HI:2	|WCH3:-1|WNH2W:-1|WNH3:1	=>	
rxn11801		cpd00001 + cpd16448 <=> cpd00010 + cpd16347	1281967961	H2O + (13Z,16Z)-Docosadi-13,16-enoyl-CoA <=> CoA + H+ + 13,16-Docosadienoic acid	-5.757	1.20727	|3.1.2.-	cpd00001 + cpd16448 <=> cpd00010 + cpd00067 + cpd16347	rxn11801	1281967961	rxn11801	master	1	=>		OK	|H2O:-1|WketoneW:-1|WSW:-1|smide:-1|Origin:1|WSH:1|H:1|WCOOn:1	=>	
rxn11802		cpd00005 + cpd00007 + cpd16360 <=> cpd00001 + cpd00006 + cpd16363	1281967961	TPNH + O2 + H+ + N-Desmethyltamoxifen <=> H2O + TPN + alpha-Hydroxy-N-desmethyltamoxifen	-94.3867	1.28103	|1.14.14.1	cpd00005 + cpd00007 + cpd00067 + cpd16360 <=> cpd00001 + cpd00006 + cpd16363	rxn11802	1281967961	rxn11802	master	1	=>		OK	|RWWNW:-1|RWCHdblW:1|PrimOH:1|WCH2W:-1|RWCH2W:-1|HeteroAromatic:1|O2:-1|H:-1|H2O:1|WRdNWRW:1|WWCHW:1	=>	
rxn11803		cpd00005 + cpd00007 + cpd04950 <=> cpd00001 + cpd00006 + cpd04804	1281967961	TPNH + O2 + H+ + Cyclophosphamide anhydrous <=> H2O + TPN + 4-Hydroxycyclophosphamide	10000000	10000000	|1.14.14.1	cpd00005 + cpd00007 + cpd00067 + cpd04950 <=> cpd00001 + cpd00006 + cpd04804	rxn11803	1281967961	rxn11803	master	1	<=>		OK		<=>	
rxn11804		cpd04950 <=> cpd04134 + cpd16364	1281967961	Cyclophosphamide anhydrous <=> 2-Chloroethanal + 3-Dechloroethylifosfamide	10000000	10000000	|1.14.14.1	cpd04950 <=> cpd04134 + cpd16364	rxn11804	1281967961	rxn11804	master	1	<=>		MI:O1		<=>	
rxn11805		cpd04804 <=> cpd04805	1281967961	4-Hydroxycyclophosphamide <=> 2 H+ + 4-Ketocyclophosphamide	10000000	10000000	|1.14.14.1	cpd04804 <=> (2) cpd00067 + cpd04805	rxn11805	1281967961	rxn11805	master	1	<=>		CI:2		<=>	
rxn11806		cpd04804 <=> cpd04806	1281967961	4-Hydroxycyclophosphamide <=> Aldophosphamide	10000000	10000000		cpd04804 <=> cpd04806	rxn11806	1281967961	rxn11806	master	1	<=>		OK		<=>	
rxn11807		cpd04806 <=> cpd01044 + cpd04808	1281967961	Aldophosphamide <=> H+ + Acrolein + Phosphamide mustard	10000000	10000000		cpd04806 <=> cpd00067 + cpd01044 + cpd04808	rxn11807	1281967961	rxn11807	master	1	<=>		OK		<=>	
aldophosphamide:glutathione R-transferase		cpd00042 + cpd04806 <=> cpd00001 + cpd08400	1281967961	GSH + Aldophosphamide <=> H2O + 4-Glutathionyl cyclophosphamide	10000000	10000000	|2.5.1.18	cpd00042 + cpd04806 <=> cpd00001 + cpd08400	rxn11808	1281967961	aldophosphamide:glutathione R-transferase	master	1	<=>		OK		<=>	
alcophosphamide:NAD+ oxidoreductase		cpd00004 + cpd04806 <=> cpd00003 + cpd16365	1281967961	NADH + H+ + Aldophosphamide <=> NAD + Alcophosphamide	10000000	10000000	|1.1.1.1	cpd00004 + cpd00067 + cpd04806 <=> cpd00003 + cpd16365	rxn11809	1281967961	alcophosphamide:NAD+ oxidoreductase	master	1	<=>		OK		<=>	
carboxyphosphamide:NAD+ oxidoreductase		cpd00001 + cpd00003 + cpd04806 <=> cpd00004 + cpd04807	1281967961	H2O + NAD + Aldophosphamide <=> NADH + 2 H+ + Carboxyphosphamide	10000000	10000000	|1.2.1.5	cpd00001 + cpd00003 + cpd04806 <=> cpd00004 + (2) cpd00067 + cpd04807	rxn11810	1281967961	carboxyphosphamide:NAD+ oxidoreductase	master	1	<=>		OK		<=>	
carboxyphosphamide:NADP+ oxidoreductase		cpd00001 + cpd00006 + cpd04806 <=> cpd00005 + cpd04807	1281967961	H2O + TPN + Aldophosphamide <=> TPNH + 2 H+ + Carboxyphosphamide	10000000	10000000	|1.2.1.5	cpd00001 + cpd00006 + cpd04806 <=> cpd00005 + (2) cpd00067 + cpd04807	rxn11811	1281967961	carboxyphosphamide:NADP+ oxidoreductase	master	1	<=>		OK		<=>	
rxn11812		cpd04807 <=> cpd16366	1281967961	Carboxyphosphamide <=> Nornitrogen mustard	10000000	10000000		cpd04807 <=> cpd16366	rxn11812	1281967961	rxn11812	master	1	<=>		MI:C-3/N-1/O-4/P-1|CI:2|HI:4		<=>	
rxn11813		cpd00005 + cpd00007 + cpd16325 <=> cpd00001 + cpd00006 + cpd16367	1281967961	TPNH + O2 + H+ + Ifosfamide <=> H2O + TPN + 4-Hydroxyifosfamide	10000000	3.28893	|1.14.14.1	cpd00005 + cpd00007 + cpd00067 + cpd16325 <=> cpd00001 + cpd00006 + cpd16367	rxn11813	1281967961	rxn11813	master	1	<=>		OK		<=>	
rxn11814		cpd16325 <=> cpd04134 + cpd16364	1281967961	Ifosfamide <=> 2-Chloroethanal + 3-Dechloroethylifosfamide	10000000	10000000	|1.14.14.1	cpd16325 <=> cpd04134 + cpd16364	rxn11814	1281967961	rxn11814	master	1	<=>		MI:O1		<=>	
rxn11815		cpd16325 <=> cpd04134 + cpd16369	1281967961	Ifosfamide <=> 2-Chloroethanal + 2-Dechloroethylifosfamide	10000000	3.06617	|1.14.14.1	cpd16325 <=> cpd04134 + cpd16369	rxn11815	1281967961	rxn11815	master	1	<=>		MI:O1		<=>	
rxn11816		cpd16367 <=> cpd16370	1281967961	4-Hydroxyifosfamide <=> Aldoifosfamide	10000000	1.52972		cpd16367 <=> cpd16370	rxn11816	1281967961	rxn11816	master	1	<=>		OK		<=>	
rxn11817		cpd16370 <=> cpd01044 + cpd16373	1281967961	Aldoifosfamide <=> H+ + Acrolein + Isophosphamide mustard	10000000	10000000		cpd16370 <=> cpd00067 + cpd01044 + cpd16373	rxn11817	1281967961	rxn11817	master	1	<=>		OK		<=>	
rxn11818		cpd16370 <=> cpd16372	1281967961	2 H+ + Aldoifosfamide <=> Alcoifosfamide	10000000	0.38633		(2) cpd00067 + cpd16370 <=> cpd16372	rxn11818	1281967961	rxn11818	master	1	<=>		CI:-2		<=>	
rxn11819		cpd16367 <=> cpd16368	1281967961	4-Hydroxyifosfamide <=> 2 H+ + 4-Ketoifosfamide	10000000	10000000		cpd16367 <=> (2) cpd00067 + cpd16368	rxn11819	1281967961	rxn11819	master	1	<=>		CI:2		<=>	
rxn11820		cpd16370 <=> cpd16371	1281967961	Aldoifosfamide <=> Carboxyifosfamide	10000000	0.997149		cpd16370 <=> cpd16371	rxn11820	1281967961	rxn11820	master	1	<=>		MI:O1|CI:-1|HI:1		<=>	
rxn11821		cpd16326 <=> cpd16375	1281967961	Lidocaine <=> Monoethylglycinexylidide	-7.52	1.48273	|1.14.14.1	cpd16326 <=> cpd16375	rxn11821	1281967961	rxn11821	master	1	=>		MI:C-2|HI:4	|WCH3:-1|WCH2W:-1|WNHWW:-1|WNH2W:1	=>	
